15.0 ,20.0 ,-5.0 ,,,,
10.0 ,7.0 ,-5.0 ,9 ,10 ,,
10.0 ,7.0 ,0.0 ,,,,
10.0 ,43.0 ,0.0 ,,,,
10.0 ,43.0 ,-5.0 ,,,,
40.0 ,43.0 ,-5.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
10.0 ,25.0 ,0.0 ,,,,
40.0 ,7.0 ,0.0 ,,,,
40.0 ,7.0 ,-5.0 ,,,,
10.0 ,43.0 ,-5.0 ,5 ,11 ,,
10.0 ,43.0 ,0.0 ,,,,
10.0 ,7.0 ,0.0 ,,,,
40.0 ,7.0 ,0.0 ,,,,
40.0 ,7.0 ,-5.0 ,,,,
10.0 ,7.0 ,-5.0 ,7 ,12 ,,
10.0 ,7.0 ,0.0 ,,,,
10.0 ,43.0 ,0.0 ,,,,
25.0 ,7.0 ,0.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
40.0 ,7.0 ,0.0 ,,,,
40.0 ,7.0 ,-5.0 ,,,,
10.0 ,7.0 ,-5.0 ,6 ,13 ,,
10.0 ,7.0 ,0.0 ,,,,
10.0 ,43.0 ,0.0 ,,,,
40.0 ,7.0 ,0.0 ,,,,
40.0 ,43.0 ,0.0 ,,,,
40.0 ,43.0 ,-5.0 ,,,,
25.000 ,43.000 ,-5.0 ,30 ,14 ,,
25.000 ,43.000 ,0.0 ,,,,
